Header|Theme|Variables
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFENBHOURS1 - TOTAL NUMBER OF INSTRUCTION HOURS OF 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPROVIDER1 - PROVIDER OF THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFECERT1 - CERTIFICATE OBTAINED AFTER THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAID1 - PAYMENT FOR THE TUITION, REGISTRATION, EXAM FEES, EXPENSES FOR BOOKS OR TECHNICAL STUDY MEANS (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY1 - PARTIAL OR FULL PAYMENT FOR THE TUITION, REGISTRATION, EXAM FEES, EXPENSES FOR BOOKS OR TECHNICAL STUDY MEANS FOR THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY1_1 - EMPLOYER OR PROSPECTIVE EMPLOYER (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY1_2 - PUBLIC EMPLOYMENT SERVICES (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY1_3 - OTHER PUBLIC INSTITUTIONS (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY1_4 - A HOUSEHOLD MEMBER OR A RELATIVE (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDVAL1 - COSTS PAID PERSONALLY OR BY ANY HOUSEHOLD MEMBER OR RELATIVE FOR TUITION, REGISTRATION, EXAM FEES, BOOKS, AND/OR TECHNICAL STUDY MEANS REGARDING THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEUSEA1 - CURRENT USE OF THE SKILLS OR KNOWLEDGE ACQUIRED FROM THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEUSEB1 - EXPECTED USE OF THE SKILLS OR KNOWLEDGE ACQUIRED FROM THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1 - OUTCOMES OF THE NEW SKILLS/KNOWLEDGE ACQUIRED THROUGH THE 1ST ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_1 - GETTING A (NEW) JOB (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_2 - PROMOTION IN THE JOB (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_3 - HIGHER SALARY/WAGES (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_4 - NEW TASKS (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_5 - BETTER PERFORMANCE IN THE JOB (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_6 - PERSONAL RELATED REASONS (MEET OTHER PEOPLE, REFRESH YOUR SKILLS IN GENERAL SUBJECTS ETC.) (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME1_7 - NO OUTCOMES YET (1ST ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFERAND2 - CODE OF THE 2ND RANDOMLY SELECTED ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFERAND2_TYPE - TYPE OF THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEFIELD2 - FIELD OF THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEDIST2 - 2ND ACTIVITY ORGANISED AS DISTANCE LEARNING
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEDISTOL2 - DISTANCE LEARNING FOR THE 2ND ACTIVITY ORGANISED AS AN ONLINE COURSE
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOERA2 - USE OF ONLINE EDUCATIONAL RESOURCES FOR THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOERB2 - INTERACTION WITH OTHER PEOPLE (E.G. TEACHERS, LEARNERS) THROUGH EDUCATIONAL WEBSITES/PORTALS FOR THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2 - REASONS FOR PARTICIPATING IN THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_01a - TO DO MY JOB BETTER (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_01b - TO IMPROVE MY CAREER PROSPECTS (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_02 - TO BE LESS LIKELY TO LOSE MY JOB (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_03 - TO INCREASE MY POSSIBILITIES OF GETTING A JOB, OR CHANGING A JOB/PROFESSION (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_04 - TO START MY OWN BUSINESS (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_13 - BECAUSE OF ORGANISATIONAL AND/OR TECHNOLOGICAL CHANGES AT WORK (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_11 - REQUIRED BY THE EMPLOYER OR BY LAW (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_06 - TO GET KNOWLEDGE/SKILLS USEFUL IN MY EVERYDAY LIFE (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_07 - TO INCREASE MY KNOWLEDGE/SKILLS ON A SUBJECT THAT INTERESTS ME (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_08 - OBTAIN CERTIFICATE (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_09 - TO MEET NEW PEOPLE/FOR FUN (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_10 - FOR HEALTH REASONS (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEREASON2_12 - TO DO VOLUNTARY WORK BETTER (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFENBHOURS2 - TOTAL NUMBER OF INSTRUCTION HOURS OF 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPROVIDER2 - PROVIDER OF THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFECERT2 - CERTIFICATE OBTAINED AFTER THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAID2 - PAYMENT FOR THE TUITION, REGISTRATION, EXAM FEES, EXPENSES FOR BOOKS OR TECHNICAL STUDY MEANS (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY2 - PARTIAL OR FULL PAYMENT FOR THE TUITION, REGISTRATION, EXAM FEES, EXPENSES FOR BOOKS OR TECHNICAL STUDY MEANS FOR THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY2_1 - EMPLOYER OR PROSPECTIVE EMPLOYER (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY2_2 - PUBLIC EMPLOYMENT SERVICES (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY2_3 - OTHER PUBLIC INSTITUTIONS (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDBY2_4 - A HOUSEHOLD MEMBER OR A RELATIVE (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEPAIDVAL2 - COSTS PAID PERSONALLY OR BY ANY HOUSEHOLD MEMBER OR RELATIVE FOR TUITION, REGISTRATION, EXAM FEES, BOOKS, AND/OR TECHNICAL STUDY MEANS REGARDING THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEUSEA2 - CURRENT USE OF THE SKILLS OR KNOWLEDGE ACQUIRED FROM THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEUSEB2 - EXPECTED USE OF THE SKILLS OR KNOWLEDGE ACQUIRED FROM THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2 - OUTCOMES OF THE NEW SKILLS/KNOWLEDGE ACQUIRED THROUGH THE 2ND ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_1 - GETTING A (NEW) JOB (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_2 - PROMOTION IN THE JOB (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_3 - HIGHER SALARY/WAGES (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_4 - NEW TASKS (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_5 - BETTER PERFORMANCE IN THE JOB (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_6 - PERSONAL RELATED REASONS (MEET OTHER PEOPLE, REFRESH YOUR SKILLS IN GENERAL SUBJECTS ETC.) (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NFEOUTCOME2_7 - NO OUTCOMES YET (2ND ACTIVITY)
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFICULTY - DIFFICULTIES RELATED TO PARTICIPATION (OR MORE PARTICIPATION) IN FORMAL OR NON-FORMAL EDUCATION AND TRAINING DURING THE LAST 12 MONTHS
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|NEED - NO NEED FOR (FURTHER) EDUCATION AND TRAINING
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE - TYPE OF DIFFICULTIES
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_01 - DIFFICULTY 01 — PREREQUISITES
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_02 - DIFFICULTY 02 — COST
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_03 - DIFFICULTY 03 — LACK OF EMPLOYER’S SUPPORT OR LACK OF PUBLIC SERVICES SUPPORT
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_04 - DIFFICULTY 04 — SCHEDULE
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_05 - DIFFICULTY 05 — DISTANCE
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_06 - DIFFICULTY 06 — NO ACCESS TO A COMPUTER OR INTERNET
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_07 - DIFFICULTY 07 — FAMILY RESPONSIBILITIES
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_08a - DIFFICULTY 08A — HEALTH
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_08b - DIFFICULTY 08B — AGE
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_09 - DIFFICULTY 09 — OTHER PERSONAL REASONS
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_10 - DIFFICULTY 10 — NO SUITABLE EDUCATION OR TRAINING ACTIVITY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFTYPE_12 - DIFFICULTY 12 — NEGATIVE PREVIOUS LEARNING EXPERIENCE
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|DIFFMAIN - MOST IMPORTANT DIFFICULTY
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|INF - INFORMAL LEARNING
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|INFFAMILY - LEARNING FROM A FAMILY MEMBER, FRIEND OR COLLEAGUE
AES 2016/17 - survey on adult education 2016/17|Training, adult education, courses, lifelong learning, further education|INFMATERIAL - LEARNING BY USING PRINTED MATERIAL (BOOKS, PROFESSIONAL MAGAZINES
